"pitch_type","batter_num","pitch_rl","bat_rl","inning","balls","strikes","out","on_1b","on_2b","on_3b","score_diff","era","rbi","avg","hr","pitcher_at_home","pitcher_wins","pitcher_losses","batter_wins","batter_losses","prev_pitch_type0","prev_pitch_typeCH","prev_pitch_typeCU","prev_pitch_typeFF","prev_pitch_typeFT","prev_pitch_typePO","prev_pitch_typeSL","prevprev_pitch_type0","prevprev_pitch_typeCH","prevprev_pitch_typeCU","prevprev_pitch_typeFF","prevprev_pitch_typeFT","prevprev_pitch_typeSL"
"FT",8,"1","0",3,"1","1",0,0,0,0,-1,1.8,0,0.08,0,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"SL",12,"1","1",3,"1","2",2,0,0,0,-1,4.71,40,0.283,11,-1,6,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"FF",25,"1","1",7,"2","2",1,0,0,0,2,0,2,0.25,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"FF",3,"1","0",1,"1","0",1,0,0,0,0,2.64,31,0.293,11,1,9,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"FF",26,"1","1",7,"1","2",0,0,0,0,4,4.71,10,0.226,2,-1,6,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"SL",14,"1","0",3,"2","1",1,1,0,0,-2,3.71,5,0.14,1,-1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"FF",6,"1","0",2,"1","0",0,0,0,0,1,4.56,19,0.245,8,1,6,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"FF",22,"1","0",5,"0","0",2,1,1,0,2,4.71,60,0.238,18,-1,6,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",17,"1","0",5,"0","1",0,0,0,0,0,4.78,8,0.221,1,-1,4,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"SL",2,"1","0",1,"1","2",0,0,0,0,0,0,0,0.148,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FF",11,"1","0",4,"1","2",0,0,0,0,1,1.8,3,0.25,0,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"FF",27,"1","0",7,"1","2",2,1,1,1,5,4.51,18,0.31,5,-1,9,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"FT",14,"1","0",4,"1","0",0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FT",6,"1","0",2,"0","0",0,0,0,0,1,4.56,19,0.245,8,1,6,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SL",16,"1","1",5,"3","2",1,0,0,0,1,2.92,11,0.189,1,1,10,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",10,"1","0",3,"2","1",1,0,1,0,0,2.31,16,0.271,1,-1,6,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"SL",8,"1","1",3,"2","1",0,0,0,0,0,5.07,12,0.174,2,1,4,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",24,"1","0",7,"1","0",1,0,1,0,0,2.96,7,0.211,1,1,3,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"FT",7,"1","1",2,"1","0",2,0,0,0,-1,1.83,4,0.219,1,-1,5,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"SL",14,"1","0",4,"0","1",1,0,0,0,-1,4.71,16,0.25,2,-1,6,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"FF",18,"1","1",5,"0","0",2,0,0,0,-1,2.73,1,0.158,0,1,1,4,4,3,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",8,"1","1",2,"0","2",2,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"SL",1,"1","1",1,"1","2",0,0,0,0,0,2.2,21,0.291,9,1,2,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"SL",8,"1","1",1,"1","1",1,1,1,0,-1,1.71,15,0.2,7,-1,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FF",3,"1","1",1,"1","1",0,1,1,0,2,4.49,44,0.288,15,-1,6,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"FF",19,"1","0",5,"0","0",1,0,0,0,2,2.41,9,0.275,1,-1,6,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",18,"1","1",5,"0","1",0,0,0,0,-2,3.48,1,0.306,0,-1,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"FF",6,"1","1",1,"0","0",1,1,0,0,-1,4.49,28,0.239,6,-1,6,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",13,"1","0",4,"0","0",2,0,0,0,2,2.93,28,0.269,14,-1,2,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FT",23,"1","0",6,"0","1",2,0,0,0,0,1.93,9,0.232,2,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"FF",10,"1","0",3,"0","0",0,0,0,0,1,4.56,25,0.232,8,1,6,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SL",24,"1","0",6,"1","0",0,0,1,0,-6,1.89,20,0.33,8,-1,6,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"FF",14,"1","1",4,"2","1",2,1,0,0,1,3.12,3,0.156,0,-1,4,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"FF",4,"1","1",2,"1","1",0,0,0,0,1,4.34,43,0.262,12,1,10,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"SL",2,"1","0",1,"2","2",1,0,0,0,0,4.71,27,0.283,5,-1,6,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"FT",8,"1","0",2,"1","0",2,0,0,0,3,2.57,8,0.211,0,-1,8,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"FF",27,"1","1",6,"0","0",2,1,1,0,1,0,1,0.037,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SL",18,"1","1",3,"1","2",2,0,0,0,-7,4.29,0,0,0,1,9,6,13,2,0,0,0,1,0,0,0,0,0,0,1,0,0
"FT",14,"1","1",2,"1","0",2,1,1,0,-4,2.29,19,0.285,2,-1,8,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FF",10,"1","0",3,"1","1",0,0,0,0,0,1.8,5,0.22,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FF",13,"1","1",4,"0","2",2,0,0,0,1,1.8,16,0.28,5,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"FF",2,"1","1",1,"1","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FF",16,"1","1",5,"0","0",2,0,0,0,1,1.5,4,0.4,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",19,"1","1",5,"0","1",1,0,1,0,-1,4.53,0,0.037,0,1,6,4,4,3,0,0,0,0,0,0,1,1,0,0,0,0,0
"FF",13,"1","0",4,"0","1",0,0,0,0,-1,4.71,60,0.238,18,-1,6,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FT",21,"1","1",5,"3","2",0,0,0,0,1,4.74,33,0.25,8,-1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FT",24,"1","0",5,"0","1",0,1,0,0,-5,4.29,53,0.273,9,1,9,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"SL",21,"1","1",5,"0","1",1,1,0,0,-5,1.89,42,0.349,17,-1,6,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"SL",19,"1","1",6,"1","0",1,0,0,0,0,4.33,17,0.287,4,1,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FF",5,"1","0",2,"0","0",0,0,0,0,2,0,0,0.182,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",17,"1","1",5,"1","0",0,0,0,0,3,4.71,10,0.226,2,-1,6,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"SL",11,"1","1",4,"0","0",1,0,0,0,1,4.34,11,0.227,3,1,10,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FT",4,"1","1",2,"2","2",0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"FF",6,"1","0",2,"0","0",0,0,0,0,0,4.29,53,0.273,9,1,9,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",16,"1","1",4,"0","0",0,0,1,0,-4,3.91,20,0.309,8,-1,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SL",24,"1","1",6,"0","0",1,1,0,0,-2,2.31,45,0.237,14,-1,6,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",30,"1","1",7,"1","2",2,1,1,1,-1,5.64,9,0.271,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"FF",24,"1","1",6,"0","1",2,1,0,0,5,2.57,20,0.298,4,-1,8,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"FF",18,"1","1",6,"2","1",0,0,0,0,1,2.92,1,0.2,0,1,10,8,5,13,0,0,0,1,0,0,0,0,0,0,1,0,0
"SL",15,"1","1",4,"0","0",0,1,0,0,0,4.62,46,0.312,9,-1,9,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",9,"1","1",2,"3","2",2,1,0,0,-2,3,0,0,0,-1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",5,"1","0",2,"3","1",0,0,0,0,2,0,5,0.16,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",13,"1","1",4,"0","0",0,0,0,0,-1,1.47,21,0.311,7,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FT",18,"1","0",4,"0","0",2,0,0,0,-4,1.89,0,0,0,-1,6,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",19,"1","0",6,"3","2",0,0,0,0,2,2.34,11,0.236,1,1,7,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"FT",4,"1","1",1,"2","2",1,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"SL",22,"1","1",7,"1","0",1,0,0,0,0,5.07,28,0.261,6,1,4,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"FF",15,"1","1",3,"0","1",1,1,0,0,0,4.74,9,0.221,2,-1,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"FF",8,"1","1",3,"1","2",0,0,0,0,0,3.91,1,0.116,0,-1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"FF",23,"1","1",5,"3","1",1,1,1,0,0,2.77,3,0.333,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",1,"1","1",1,"0","0",0,0,0,0,-1,1.5,10,0.371,2,-1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",11,"1","1",3,"2","1",1,1,0,1,0,4.62,16,0.269,3,-1,9,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FF",19,"1","0",6,"0","0",2,0,0,0,3,2.93,21,0.226,13,-1,2,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",9,"1","1",2,"0","0",1,1,1,0,0,4.29,0,0,0,1,9,6,13,2,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",1,"1","1",1,"1","0",0,0,0,0,-1,1.5,10,0.371,2,-1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"SL",4,"1","0",1,"1","1",2,1,0,0,0,2.64,22,0.212,9,1,9,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"FF",8,"1","1",2,"1","2",1,1,1,0,0,3.18,14,0.25,4,-1,5,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"FT",1,"1","0",1,"2","1",0,0,0,0,0,3.71,4,0.196,0,-1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FF",4,"1","1",1,"2","1",1,0,0,1,-1,2.9,47,0.274,12,-1,3,9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"FF",8,"1","1",2,"1","2",2,0,1,0,0,1.8,9,0.141,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"FF",19,"1","0",5,"0","2",0,0,0,0,1,4.94,0,0,0,1,5,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FT",8,"1","0",2,"0","0",0,0,0,0,-1,2.69,10,0.256,1,-1,10,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SL",15,"1","1",4,"0","1",1,1,0,0,0,3,2,0.235,1,-1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FF",16,"1","1",5,"0","1",2,0,0,0,1,1.5,4,0.4,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FF",18,"1","1",5,"0","2",1,0,0,0,4,4.67,0,0.111,0,1,2,1,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0
"FF",26,"1","1",7,"1","2",2,0,0,0,2,4.6,2,0.253,0,-1,6,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"SL",12,"1","1",3,"1","1",0,1,0,0,-1,1.93,26,0.303,6,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"FT",20,"1","0",4,"0","0",1,0,0,0,-5,4.29,54,0.271,12,1,9,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SL",14,"1","1",5,"0","2",0,0,0,0,0,5.07,32,0.243,10,1,4,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"SL",8,"1","1",2,"0","1",1,1,0,0,-1,2.71,10,0.201,0,-1,10,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"FF",21,"1","1",6,"0","2",1,0,1,0,0,2.73,28,0.36,7,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FT",20,"1","0",6,"3","2",1,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"SL",6,"1","0",2,"2","2",1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FT",4,"1","0",2,"0","1",0,0,0,0,3,2.34,38,0.234,12,1,7,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FF",9,"1","1",3,"0","0",1,0,0,0,-1,1.8,2,0.083,0,1,2,2,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",7,"1","1",2,"1","0",1,0,0,1,0,4.16,11,0.204,2,1,10,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"SL",24,"1","1",6,"0","1",2,1,1,0,5,1.92,18,0.243,4,1,3,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"FF",21,"1","1",5,"0","0",0,0,0,0,-6,3.91,17,0.293,4,-1,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SL",22,"1","0",5,"1","0",0,0,1,0,-2,2.69,23,0.219,1,-1,10,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"SL",5,"1","1",2,"1","1",1,0,0,0,4,2.41,45,0.265,13,-1,6,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"SL",11,"1","0",4,"0","0",0,0,0,0,-1,2.41,26,0.249,8,1,6,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",26,"1","1",8,"3","1",0,0,0,0,0,2.66,4,0.175,0,1,3,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"FF",1,"1","1",1,"2","1",0,0,0,0,2,4.49,51,0.291,21,-1,6,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",1,"1","0",1,"0","0",0,0,0,0,2,2.92,18,0.296,2,-1,1,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",22,"1","1",6,"0","0",0,0,0,0,1,3.12,45,0.263,14,-1,4,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",15,"1","1",4,"2","0",0,1,0,0,0,4.62,46,0.312,9,-1,9,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"FF",2,"1","1",1,"0","2",1,0,0,0,0,4.53,40,0.294,7,1,6,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FT",25,"1","0",6,"0","0",2,0,0,0,2,4.71,19,0.248,5,-1,6,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SL",5,"1","1",1,"1","2",1,1,0,1,-1,1.89,13,0.318,4,-1,6,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"FF",5,"1","0",2,"0","0",1,0,0,0,3,4.67,15,0.19,5,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",5,"1","0",1,"1","1",2,0,1,0,-1,2.71,23,0.247,4,-1,10,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"SL",17,"1","1",5,"1","1",1,0,0,1,0,1.8,9,0.141,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",21,"1","1",5,"0","1",2,1,0,0,4,2.2,19,0.309,7,1,2,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"FT",18,"1","1",5,"0","0",2,1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",12,"1","1",4,"1","2",0,1,0,0,-1,3.91,17,0.293,4,-1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FT",5,"1","0",2,"2","0",0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"FF",3,"1","1",1,"0","0",1,1,0,0,0,4.64,2,0.156,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",22,"1","0",6,"0","1",2,0,1,0,2,4.57,60,0.303,11,1,7,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"FF",25,"1","1",6,"0","0",0,0,0,0,-2,2.9,5,0.267,0,-1,3,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",24,"1","0",7,"0","1",0,1,0,0,2,4.59,16,0.249,1,1,7,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"FT",13,"1","1",4,"3","2",0,0,0,0,1,4.44,64,0.257,20,-1,8,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",9,"1","1",2,"0","0",2,1,1,0,1,4.64,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",13,"1","0",2,"2","2",1,1,0,0,-3,4.49,60,0.24,22,-1,6,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"SL",19,"1","0",5,"1","2",0,0,0,0,1,4.94,0,0,0,1,5,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"FF",2,"1","1",1,"1","1",1,0,0,0,0,2.57,15,0.328,0,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",4,"1","0",2,"1","1",0,0,0,0,0,4.59,32,0.249,10,1,7,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"FF",29,"1","0",8,"2","1",0,0,0,0,5,2.2,10,0.267,2,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"SL",15,"1","1",3,"0","2",1,1,0,0,-3,3.82,7,0.229,2,-1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"FF",1,"1","0",1,"0","0",0,0,0,0,0,5.07,21,0.238,9,1,4,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",16,"1","1",4,"0","0",2,1,1,0,2,2.41,20,0.224,5,-1,6,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",15,"1","0",5,"0","0",0,0,0,0,2,4.57,27,0.279,4,1,7,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",24,"1","1",8,"0","2",0,1,0,0,1,4.34,29,0.236,8,1,10,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"SL",17,"1","1",4,"1","0",2,1,1,0,3,2.2,4,0.154,0,1,2,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"SL",22,"1","0",6,"0","1",0,0,0,0,-1,4.2,66,0.262,20,-1,10,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"SL",18,"1","1",3,"0","1",2,1,0,0,-2,1.71,5,0.333,1,-1,2,2,4,3,0,0,0,1,0,0,0,1,0,0,0,0,0
"FF",23,"1","0",6,"0","1",1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FF",4,"1","1",1,"0","0",2,0,0,0,-1,1.83,27,0.283,2,-1,5,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SL",3,"1","1",1,"2","2",2,0,0,0,0,4.71,40,0.283,11,-1,6,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"FF",17,"1","1",3,"2","0",0,0,0,0,-3,4.49,30,0.24,7,-1,6,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FF",2,"1","1",1,"0","2",1,0,0,0,0,3.33,43,0.319,4,1,6,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FT",21,"1","0",4,"1","2",2,0,0,0,-5,4.29,47,0.278,13,1,9,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"SL",20,"1","0",5,"0","0",1,0,0,1,2,2.64,34,0.254,6,1,9,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SL",12,"1","1",2,"0","1",2,1,0,1,-3,3.82,8,0.192,1,-1,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"FF",23,"1","1",6,"0","1",2,1,1,0,2,2.34,8,0.322,1,1,7,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FT",5,"1","0",2,"0","0",0,1,0,0,0,2.2,10,0.218,1,1,2,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",24,"1","1",5,"0","1",2,0,1,1,0,1.5,3,0.042,0,-1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"FF",6,"1","1",1,"2","2",2,1,1,1,0,4.44,13,0.242,5,-1,8,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"FT",11,"1","0",3,"1","2",2,1,0,0,0,4.51,40,0.302,8,-1,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FF",26,"1","1",7,"0","0",2,0,0,0,-2,2.71,10,0.201,0,-1,10,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SL",17,"1","1",5,"0","1",1,0,0,0,-1,1.47,9,0.219,5,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"SL",16,"1","1",5,"0","0",0,1,0,0,2,4.16,11,0.204,2,1,10,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",20,"1","0",4,"1","1",1,0,0,0,-5,4.29,54,0.271,12,1,9,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"FF",16,"1","1",4,"3","2",0,0,1,0,-4,3.91,20,0.309,8,-1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"FF",18,"1","1",4,"1","0",1,1,0,0,0,3.71,2,0.167,0,-1,2,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"SL",25,"1","0",6,"1","0",1,0,0,0,0,4.94,11,0.254,4,1,5,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"FF",28,"1","1",7,"0","1",2,1,0,0,5,2.2,21,0.291,9,1,2,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"FT",4,"1","0",1,"0","0",1,0,0,0,-1,2.29,44,0.251,13,-1,8,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",19,"1","0",6,"2","1",2,0,0,0,3,2.93,21,0.226,13,-1,2,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"SL",20,"1","0",5,"1","2",1,0,0,1,2,2.64,34,0.254,6,1,9,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",9,"1","0",2,"0","2",1,0,0,0,-3,1.89,0,0,0,-1,6,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"FF",15,"1","0",4,"1","1",1,0,0,0,-1,1.93,5,0.283,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"FT",7,"1","1",2,"1","2",0,1,0,0,-2,3,5,0.467,1,-1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",10,"1","0",3,"0","0",0,0,0,0,8,4.64,3,0.207,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FT",2,"1","1",1,"0","0",0,0,0,0,0,4.6,17,0.25,2,-1,6,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",14,"1","1",4,"2","2",2,0,0,0,2,4.16,48,0.233,13,1,10,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"SL",12,"1","1",4,"1","1",0,0,0,0,-1,1.47,13,0.253,6,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"SL",8,"1","1",2,"0","2",0,1,1,0,1,4.64,2,0.135,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"FF",13,"1","1",3,"2","2",2,0,0,0,-2,2.71,52,0.275,11,-1,10,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"SL",8,"1","1",2,"1","0",2,0,0,0,0,4.32,8,0.235,2,1,8,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"FF",17,"1","1",5,"3","2",0,0,1,1,2,4.16,2,0.163,0,1,10,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",27,"1","1",7,"2","2",1,0,0,1,0,4.59,15,0.211,2,1,7,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"FF",8,"1","1",2,"0","0",2,1,1,0,1,3.33,32,0.252,4,1,6,10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FT",16,"1","1",4,"1","1",2,1,0,0,-2,1.77,32,0.261,9,-1,4,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FF",3,"1","1",1,"1","2",2,0,0,0,0,2.77,8,0.375,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",9,"1","0",2,"1","0",2,1,0,0,-1,2.71,1,0.194,0,-1,10,6,12,2,0,0,0,1,0,0,0,1,0,0,0,0,0
"SL",14,"1","0",4,"2","2",0,1,0,0,-2,1.77,26,0.268,8,-1,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"FT",15,"1","1",3,"0","0",1,1,0,0,1,2.69,2,0.357,0,-1,10,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",3,"1","1",1,"0","0",2,0,0,0,1,2.77,16,0.225,3,-1,1,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",2,"1","0",1,"3","0",0,0,0,0,0,4.91,19,0.295,3,-1,4,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
